Neighbourhood,Neighborhood Latitude,Neighborhood Longitude,Venue_ID,Venue,Venue Latitude,Venue Longitude,Distance,Venue Category
Hillcrest Village,43.8037622,-79.3634517,4e418ff0a809b546946c1dcd,Legs Plus Inc & Bra Boutique,43.7975225,-79.3697641,860,Lingerie Store
Hillcrest Village,43.8037622,-79.3634517,4c5b5595d25320a1c369c07a,Daisy Mart,43.80763646856789,-79.35677783270954,688,Convenience Store
Hillcrest Village,43.8037622,-79.3634517,519e5819498e06d79e8d66c9,Beachwear Unlimited,43.79860622522773,-79.36879634857178,716,Boutique
Hillcrest Village,43.8037622,-79.3634517,50646c54e4b03558bb414a98,Leslie Square,43.7983365651241,-79.37646543880767,1207,Other Great Outdoors
Hillcrest Village,43.8037622,-79.3634517,4e3d8ca31495bf24a5dc46bb,Five Star Nails & Spa,43.79854427457323,-79.36913967132568,739,Spa
Hillcrest Village,43.8037622,-79.3634517,4d5c67daff226a31a4fc7669,Centum Direct Financial Inc.,43.811970577068365,-79.36192989349365,921,Office
Hillcrest Village,43.8037622,-79.3634517,5099508be4b0707ea3a07cba,Pace Credit Union,43.803652361504646,-79.35616184019324,585,Credit Union
Hillcrest Village,43.8037622,-79.3634517,4ea6d61093ad76dfdb8d3c3c,Dr. Laura Markarian's Office,43.798746,-79.368761,702,Medical Center
Hillcrest Village,43.8037622,-79.3634517,50abbb42498eb85ed91387eb,Eva's Satellite - Youth Homeless Shelter,43.81073072296466,-79.36256906244188,778,Assisted Living
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,56959aef498e2bf2f3c816d7,Popeyes Louisiana Kitchen,43.754671343663034,-79.44274006861691,54,Fried Chicken Joint
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4bc3acbdabf495210a22c493,Orly Restaurant & Grill,43.754493246006334,-79.44350727697311,102,Middle Eastern Restaurant
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4adf35f1f964a520577821e3,Wolfie's Deli,43.754875481443555,-79.44243785404784,62,Deli / Bodega
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,5011603fe4b07c3cf1967fba,Tim Hortons,43.75476686520758,-79.44325044751167,93,Coffee Shop
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,5c00ac59c21cb1002c3b23bf,TTC Bus 984 Sheppard West Express,43.755534,-79.437873,377,Bus Line
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4bfd9166b68d0f47f2f8e857,Pizza Pizza,43.75531145041057,-79.44112566629565,142,Pizza Place
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4b65c410f964a52050fe2ae3,Bagel Plus,43.75539484400371,-79.4406859789969,173,Restaurant
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,591491821f74403ed28db82a,Dairy Queen,43.7557084229304,-79.4404461979866,211,Ice Cream Shop
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4b05f390f964a5206fe622e3,Metro,43.755791531926526,-79.43980055649448,256,Supermarket
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4c9fd84e542b224b3f2701a0,Wakame Sushi,43.755382185036986,-79.44094461257187,157,Sushi Restaurant
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,5d2908853f9ff70023753702,Suhan Dumplings,43.754976,-79.442352,72,Korean Restaurant
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4c03e944187ec9287845b67b,Sheppard Plaza Variety,43.755456362295725,-79.44069597981954,177,Convenience Store
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4d07d987f683721e918a1c65,Sheppard Ave & Bathurst,43.75674037668673,-79.43708574434326,495,Road
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,5b3d41fc625a66002c3c9572,"Get Well Clinic, North York",43.754768,-79.441275,93,Doctor's Office
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4c5b55a37f661b8d34c2451c,Bank of Montreal,43.75546238213686,-79.44108062365304,157,Bank
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,56c54286cd106598ec2760a6,Ambassador Club,43.755505,-79.44095,168,Spa
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4bf85d6e5317a59308b8ff7e,Sheppard Plaza,43.75569512647938,-79.43961347354475,261,Shopping Mall
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4b05f2bef964a52064e622e3,Starbucks,43.755703,-79.440483,209,Coffee Shop
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4e56a40f6365d155aa9710f2,Uptown Chabad,43.75597674479524,-79.44128036499023,199,Synagogue
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4beb1f54a9900f47df661740,Subway,43.755741275340625,-79.44050193032683,211,Sandwich Place
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4dea466818386283a3e00e9b,Scotiabank,43.75538285503709,-79.44044870793472,187,Bank
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,5b81a13ec9a51700398bcc80,travel vaccine clinic,43.754433,-79.443473,98,Medical Center
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4bdc98973904a59392ea4e9e,Shoppers Drug Mart,43.756239,-79.439599,301,Pharmacy
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4ebd68b3b8f7b504a7756fa8,Yogurty's,43.756190568366485,-79.43941837290544,308,Frozen Yogurt Shop
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4f464582e4b0976028044ee8,Vital CPR,43.755467,-79.440884,168,Medical School
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4c0ae1a4ffb8c9b6616a6c61,Dairy Queen,43.75567964325238,-79.44016579234159,225,Ice Cream Shop
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4bcde1020687ef3bf29ee1cc,Sunrise Foods & Catering,43.75517797040956,-79.4416685761199,105,Grocery Store
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4c184a062cddb713b122831e,Petro-Canada,43.755112,-79.438838,288,Gas Station
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,50ff02abe4b07dbdf8029e23,JIAS Toronto LINC,43.75462087450866,-79.44327855757064,88,Government Building
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,57177af2498e3994a1382a60,Cold Stone Creamery,43.754632,-79.443061,72,Ice Cream Shop
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4b2ffe9bf964a52016f424e3,Rogers,43.75543769999999,-79.4411542,152,Video Store
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4c0a222abbc676b0c85749d5,Bathurst & Sheppard,43.757535251951225,-79.43995259215554,402,Road
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4edfabcf0e01ed773b88d687,Veterinary Clinic,43.754629,-79.444282,166,Veterinarian
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4bf80f275317a593b111ff7e,Pet Valu,43.75577786294725,-79.43992119235982,247,Pet Store
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4c227a749a67a593768edc87,B'nai Brith Headquarters,43.756056888445045,-79.44122898584484,209,Office
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,52a657ae11d256af70f5184a,The Basement Yoga & Fitness Company Inc,43.75560003075668,-79.44014099088349,221,Yoga Studio
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4dc32ecbae608779d102a450,Magen David Sephardic Congregation,43.753756580505936,-79.43902550794776,267,Synagogue
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,596b1967dec1d613a569a3fa,Mcallister Park,43.752728,-79.440056,251,Park
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4bc36ad24cdfc9b6a0519721,RBC Royal Bank,43.75573263975458,-79.43810999393463,368,Bank
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4c0002beca1920a11faded81,Healthy Planet,43.75588488276475,-79.43931674371294,293,Health Food Store
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4bc48a7f920eb7130eda1e2c,Your Dollar Store With More,43.7558486727308,-79.44018730540333,237,Miscellaneous Shop
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4b146a35f964a520d2a223e3,Beth David B'nai Israel Beth Am Synagogue,43.749234430008954,-79.44036841392517,587,Synagogue
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4bcde48ffb84c9b664c7223e,Wimpy's Diner,43.75620987159905,-79.43929448082638,317,Diner
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,59f9d1ea8c812a731e7dc272,Sweety,43.755493,-79.437848,377,Salon / Barbershop
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4dfa59ac1f6e2728c9f25fa3,Sensory Garden,43.753812,-79.435418,553,Playground
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4f130981e4b0d3f8a70cf9bd,Earl Bales Walk-in Clinic,43.75101804578027,-79.43776713904883,516,Doctor's Office
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4dcd56c11f6eb122705ebc7c,4256 Bathurst St. Medical Centre,43.75096804046931,-79.43771218804987,523,Medical Center
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4e74b54e45ddd4323f6407ac,Filipino Canadian SDA Church,43.75380469452393,-79.44883360144571,531,Church
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,51e3f639498e9a3f7c458ede,B'nai Brith Upper Canada Lodge,43.752013,-79.437927,433,Residential Building (Apartment / Condo)
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4de4d51d7d8b2547eb3b31c7,1 Canyon Ave,43.75626662442154,-79.43699232693403,475,Residential Building (Apartment / Condo)
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4dff4be418388670a23b3cda,Dynacare Laboratory & Health Services Centre,43.751108,-79.437909,500,Medical Center
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4ede6aef29c2b9122d1e860a,Gonzales dentistry,43.7533333097955,-79.44814129974058,485,Dentist's Office
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,51c4a657498e570eb207b7b0,Holocaust Wall Of Remembrance,43.75169372558594,-79.43602752685547,580,Monument / Landmark
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4d01d0d00dae3704943ec642,Le Bar,43.75212625479518,-79.44327306280131,258,Bar
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4b31010af964a5200dfe24e3,Bathurst Walk-in & Family Practice,43.75706934777004,-79.43907792192834,398,Doctor's Office
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4da495269aa4721eda103b1a,Toronto Dermotology Centre,43.75101711149058,-79.43762213919143,524,Doctor's Office
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4c471a991ddec928f8449c32,TD Canada Trust,43.7562323,-79.4390254,335,Bank
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4bfa8e894a67c928766428cf,Quick Clean Coin Laundry,43.7556228741921,-79.43790451640271,378,Laundry Service
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,5a7851f71ffed764355f0400,Hair Joy,43.75598,-79.438579,348,Spa
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4f889597e4b0e6f347c08a5c,Nail Gallery,43.755839599381154,-79.43973985818259,263,Nail Salon
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4c07e7d0bbc676b0b7ac45d5,All In The Cards,43.756162,-79.439348,310,Gift Shop
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,561bd363498ed6032f5cd901,The Jesin Circumcision Clinic,43.751195,-79.437443,521,Doctor's Office
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4cc9bbf3dbc376b00d8da4bc,15 & 25 Canyon Ave.,43.75684,-79.437092,500,Building
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4e9cca5ed3e31270c8aefbe2,Sunny Variety & Grocery,43.754837,-79.442467,59,Convenience Store
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4bd49e407b1876b0aa6d8986,Beth Radom,43.75259061255289,-79.43878372661241,339,Synagogue
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,5185eed2abd83c2cf6f62537,Shuku 2 Salon & Spa,43.75542653837573,-79.4383192062378,339,Salon / Barbershop
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4c541ae1fd2ea59360818829,778 Sheppard Ave. West,43.75338085,-79.44859297999999,520,Residential Building (Apartment / Condo)
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4bb60ff1f562ef3b778e2f97,Viewpoint Towers,43.757737,-79.437477,540,Residential Building (Apartment / Condo)
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,50475d90e4b05a8c89bfca6f,CML HealthCare,43.756959,-79.439056,389,Medical Center
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,51edd3b1498ec0ece044ebc1,Limestone inn,43.7546,-79.441,105,Hotel
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4e889daf7ee6c66961e1f3ad,the guys at 421,43.756542,-79.438568,385,Bar
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4f318b87e4b057434c9715c4,4340 bathurst St,43.7551384481392,-79.4374978788405,393,Residential Building (Apartment / Condo)
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4c781ed22d3ba14375d889d0,Fantasy Cuts,43.756571,-79.439344,342,Salon / Barbershop
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4c9ccc9a9693236abe6acce1,CosmediCare,43.756689,-79.438306,412,Cosmetics Shop
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,5764df9d498ed02d5e1a9453,4383 Bathurst St. (Home),43.75425,-79.43727,401,Residential Building (Apartment / Condo)
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,50c4206ee4b0fe852e087bae,4415 Bathurst St.,43.75645349492627,-79.43744292768082,453,Residential Building (Apartment / Condo)
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,535164bd498e369691c44d68,Rivertree Spa & Therapy,43.754902,-79.441757,75,Spa
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,50e5d4f1e4b00256c2081b41,Dr Judith Todd MD,43.758435742017504,-79.43945961375138,509,Doctor's Office
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4e8e1cee9adf0d7c3500666c,St Robert Catholic School,43.75033817925244,-79.44487752150049,491,School
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4d6ee5fa38a588bfbed306e1,China Court,43.75578017077131,-79.43743743256304,420,Chinese Restaurant
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4db997f1b5928d7fda71e176,Share The Moment,43.755792,-79.439904,249,Art Gallery
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,511d475fe4b017a422f649f4,JIAS Auditorium,43.755391,-79.440316,195,Auditorium
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4e8c74c829c22b68ab3617a2,Intrepid Investigations Inc,43.755379,-79.441169,146,Office
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4e779abf18506506ccd9b277,Mark Adler MP Constituency Office,43.755504032543726,-79.44072246551514,179,Capitol Building
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4db993edcda10f31e62f68a6,Accounting Town!,43.753845,-79.441698,70,Office
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,5080348a3d7c3c5c502e8821,CML HealthCare,43.75469948842051,-79.4418004527929,55,Medical Center
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,5075b080e4b087911da40c17,Sheppard Associates,43.754729,-79.441264,91,Doctor's Office
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,514348eae4b0158df7a9dc8c,Pregnancy care center,43.755528,-79.441032,166,Non-Profit
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4ce01e0294c3b60c0a816fea,Best for Bride in Toronto,43.7557891,-79.4378344,391,Bridal Shop
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,51e49fd5498ebf0d3742ea83,Mishkan Avraham,43.758119,-79.437988,544,Synagogue
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4f2eecd7e4b03caf545b8a8a,Viewpoint Towers,43.7578510416483,-79.4368219772967,587,Residential Building (Apartment / Condo)
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,5089e073e4b0ca23f4ce59c7,Tiferet Israel Congregation,43.753961,-79.447187,398,Synagogue
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4f21ec74e4b01dc9490bc8db,Kollel Yismach Moshe,43.750759,-79.438099,519,Synagogue
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4dfd30ef149599f28fcd8c45,Sunny Convenience,43.755716104429084,-79.43747040326475,414,Convenience Store
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4d598ee54d9a721e7f87420e,Don Mills Playground,43.75559,-79.43783,382,Playground
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4ff0aae2e4b05e4a2ef8e8a8,555 shepperd ave west,43.75550649079523,-79.4359152723103,526,Residential Building (Apartment / Condo)
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4ff2f45ee4b086f178457b93,Bathurst Auto Pro,43.755209758728036,-79.43794298202505,360,Automotive Shop
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4dc2bcd9b0fb490416b5db3f,638 Sheppard Ave West,43.75549802645433,-79.44110809815105,159,Office
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4fa1c49fe4b04517543e380c,the church of the apostles,43.754650508877425,-79.44745998186256,419,Church
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4c3fa638af052d7fb2b17a79,The Kabbalah Centre,43.72987356727936,-79.40315052455423,4159,Non-Profit
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,51efe86e498e1892bf3ced80,Stonebrook Dental,43.751167,-79.437785,503,Dentist's Office
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4d91eb3d3dd4a093926b8418,"Dr. Ramphal, Dr. A. Green & Dr. H. Green",43.75686,-79.438876,391,Doctor's Office
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4bbd1f35a0a0c9b6904a1b0f,Downsview Chiropractic,43.75568625295277,-79.43758030551854,405,Doctor's Office
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4ce818e6f3bda1435924b7e4,Snow White Dry Cleaners,43.75558887147071,-79.43805837879565,365,Laundry Service
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4d935dccf9ad6a3161e4f904,isure.ca,43.757481,-79.445762,449,Office
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4bcdde99cc8cd13ad644c3cf,Dr. Robert Simonsky and Dr. Deborah Wilson,43.756991901108044,-79.43939208984375,375,Dentist's Office
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4f9862dde4b06b674a44978c,Dr. E. Samuel,43.756786,-79.438838,387,Doctor's Office
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,504259b1e4b053a531e9e509,Meest,43.75200982718585,-79.43765174191314,451,General Travel
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,51009a24e4b0c9cd29d5534a,TTC Stop #200,43.75561,-79.438599,327,Bus Stop
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4fc8f99ae4b032a186903686,Rambo - The Car Cleaning Experts,43.755837,-79.437241,437,Car Wash
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4ea834d2f7903beac0cee628,Intercon,43.75695050961354,-79.43659667567933,540,Building
"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4e498cf745dd81ecad825c10,The Palace,43.75783167233978,-79.43895956764658,471,Building
Thorncliffe Park,43.7053689,-79.34937190000001,5a20351f65cdf8220f0a79f2,Kandahar Kabab,43.70525,-79.348625,61,Middle Eastern Restaurant
Thorncliffe Park,43.7053689,-79.34937190000001,4ba227ecf964a520e5df37e3,TTC Bus #100 Flemingdon Park,43.70677140337971,-79.34658765792847,273,Bus Line
Thorncliffe Park,43.7053689,-79.34937190000001,4cf46801c9af6dcbdcf5ab7f,Petro-Canada,43.704058,-79.348094,178,Gas Station
Thorncliffe Park,43.7053689,-79.34937190000001,509ae295e4b04e2b3d7c41dc,Thorncliffe Park Dr & Overlea Blvd,43.704777261349896,-79.35006522829346,86,Intersection
Thorncliffe Park,43.7053689,-79.34937190000001,58b751e906f1a31b263144d4,One Tiger Yoga,43.705337,-79.35129,154,Yoga Studio
Thorncliffe Park,43.7053689,-79.34937190000001,4ae0662ef964a520037f21e3,Tim Hortons,43.7050898,-79.3505453,99,Coffee Shop
Thorncliffe Park,43.7053689,-79.34937190000001,4daf08e66e81e2dffdd4fe40,Iqbal Kebab & Sweet Centre,43.705923230061344,-79.35152127765924,183,Indian Restaurant
Thorncliffe Park,43.7053689,-79.34937190000001,4b3f6a33f964a5208da625e3,Food Basics,43.7053872932289,-79.34733754588716,163,Supermarket
Thorncliffe Park,43.7053689,-79.34937190000001,4be2fbabd27a20a15fe5905b,Wendy's,43.705116503799566,-79.35059756040579,102,Fast Food Restaurant
Thorncliffe Park,43.7053689,-79.34937190000001,4bad3dd3f964a5201c3d3be3,Pizza Pizza,43.705564293137044,-79.34713894303022,181,Pizza Place
Thorncliffe Park,43.7053689,-79.34937190000001,4b17edabf964a520c9c923e3,Subway,43.704596336290024,-79.34967021023124,89,Sandwich Place
Thorncliffe Park,43.7053689,-79.34937190000001,4b04708bf964a5202a5422e3,Iqbal foods,43.70575095291481,-79.35205378554073,219,Grocery Store
Thorncliffe Park,43.7053689,-79.34937190000001,4d4c108e1ae437043a2ff060,Shoppers Drug Mart,43.70581,-79.347044,193,Pharmacy
Thorncliffe Park,43.7053689,-79.34937190000001,4d56c62ba747b60c03c72c2b,Sirin Mahal,43.705921,-79.351308,167,Dessert Shop
Thorncliffe Park,43.7053689,-79.34937190000001,533df972498e2af75eab5ae5,Tim Hortons,43.70567783689684,-79.34626579284668,252,Coffee Shop
Thorncliffe Park,43.7053689,-79.34937190000001,4e2ff8a17d8bf59d291b8e70,21 Overlea Blvd,43.703802606317,-79.3492866463821,174,Residential Building (Apartment / Condo)
Thorncliffe Park,43.7053689,-79.34937190000001,5e30564457575a00081b5b3b,Keslow Camera,43.70422,-79.35186,237,Camera Store
Thorncliffe Park,43.7053689,-79.34937190000001,4bed9f2fbac3c9b6ad93fee9,Hakka Garden,43.704578351261326,-79.34977027417523,93,Indian Restaurant
Thorncliffe Park,43.7053689,-79.34937190000001,4eb0329202d521a7a81956f7,Dr. Evangeline M. Bernabe Dentistry,43.704646,-79.349772,86,Dentist's Office
Thorncliffe Park,43.7053689,-79.34937190000001,5563bac7498e2edd4efe1a7d,Original Barrio Fiesta,43.706002599734134,-79.34727349331206,183,Filipino Restaurant
Thorncliffe Park,43.7053689,-79.34937190000001,4e127e7db0fbfef99b9b641c,Dollarama,43.705689,-79.346018,272,Discount Store
Thorncliffe Park,43.7053689,-79.34937190000001,4ad7f1d9f964a5203f1021e3,East York Town Centre,43.70595808715077,-79.34621739557006,262,Shopping Mall
Thorncliffe Park,43.7053689,-79.34937190000001,4b8410cbf964a5207c1e31e3,Coca-Cola canada,43.70677214060381,-79.34802059679843,190,Office
Thorncliffe Park,43.7053689,-79.34937190000001,4de2c8e518385df2b02cdc71,Masjid Darus Salam- Islamic Society Of Toronto,43.70593771010458,-79.35084873509892,134,Mosque
Thorncliffe Park,43.7053689,-79.34937190000001,57c16d56498e444b9dbf7dc0,Pizza Pizza,43.705425770871244,-79.3462684750557,249,Pizza Place
Thorncliffe Park,43.7053689,-79.34937190000001,5a2af80ae679bc38fd377c9e,Ardene,43.70545935146599,-79.34634127956957,244,Accessories Store
Thorncliffe Park,43.7053689,-79.34937190000001,4dd3f0ceb0fbf653b648acbf,Scotiabank -  East York Town Centre,43.705999494554625,-79.34556282896551,314,Bank
Thorncliffe Park,43.7053689,-79.34937190000001,515f357fe4b0ce22ad1427e6,Millwood Rd  & Overlea Blvd,43.7030693963922,-79.35202028439672,333,Road
Thorncliffe Park,43.7053689,-79.34937190000001,5acfdb141543c70619056fca,drumstickz fresh&crispy fried chicken,43.704861,-79.34953,57,Fried Chicken Joint
Thorncliffe Park,43.7053689,-79.34937190000001,54f73346498eae1662a8258c,Licken Chicken,43.70462,-79.349586,85,Fried Chicken Joint
Thorncliffe Park,43.7053689,-79.34937190000001,4c29291797d00f47f60441ea,Cross Fit Quantum,43.70688280775818,-79.35081900071673,204,Gym / Fitness Center
Thorncliffe Park,43.7053689,-79.34937190000001,4ceff2a2ed62721efe5c63fd,Stage right,43.704669,-79.350058,95,Furniture / Home Store
Thorncliffe Park,43.7053689,-79.34937190000001,59c4b394da70800b491796db,H&R Block,43.70568979999999,-79.34601839999999,272,Financial or Legal Service
Thorncliffe Park,43.7053689,-79.34937190000001,4f1b2f8fe4b0f67a9681d714,Wash & Fold,43.70412306369189,-79.35020520173192,154,Laundry Service
Thorncliffe Park,43.7053689,-79.34937190000001,5841c7b1158bbb64679d7c86,Rogers,43.706039,-79.344624,389,Electronics Store
Thorncliffe Park,43.7053689,-79.34937190000001,4cb5e0e9589f236aaa76333d,Grill On Fire,43.704765,-79.34953800000001,68,Mediterranean Restaurant
Thorncliffe Park,43.7053689,-79.34937190000001,507cb54be4b01e98508c7c47,Hamdi restaurant,43.70460113940392,-79.3496991723634,89,African Restaurant
Thorncliffe Park,43.7053689,-79.34937190000001,513b6810e4b093aa3f6d9af3,Fido,43.708198399139754,-79.34680045101588,376,Mobile Phone Shop
Thorncliffe Park,43.7053689,-79.34937190000001,4ff61a0ce4b024f5597e18a0,Thorncliffe Park Tennis Club,43.7027814036671,-79.34953966253453,288,Tennis Court
Thorncliffe Park,43.7053689,-79.34937190000001,5001ad24e4b0004dbe2da6a3,Leaside Park Pool,43.702382,-79.34943,332,Pool
Thorncliffe Park,43.7053689,-79.34937190000001,5b0dea7a333d6b0024f9a47c,Sunrise Beauty Supplies,43.705576,-79.34607,266,Cosmetics Shop
Thorncliffe Park,43.7053689,-79.34937190000001,5d12b99f348eba00232ea194,The Ticket Shop,43.705785,-79.346395,243,Lottery Retailer
